area_type,location,total_sqft,bath,balcony,price,bhk
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,83.0,3
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,85.0,3
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,86.0,3
Super built-up  Area,Kudlu Gate,1564.0,2.0,1.0,92.0,3
Super built-up  Area,Kudlu Gate,1238.0,2.0,3.0,55.0,2
Super built-up  Area,Kudlu Gate,1707.0,2.0,2.0,99.745,3
Built-up  Area,Kudlu Gate,1335.0,3.0,2.0,89.0,3
Super built-up  Area,Kudlu Gate,703.0,1.0,1.0,52.0,1
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,86.0,3
Super built-up  Area,Kudlu Gate,1532.0,3.0,2.0,83.0,3
Super built-up  Area,Kudlu Gate,1113.0,2.0,1.0,50.0,2
Super built-up  Area,Kudlu Gate,1185.0,2.0,1.0,50.0,2
Super built-up  Area,Kudlu Gate,1215.0,2.0,1.0,45.0,2
Built-up  Area,Kudlu Gate,812.0,2.0,1.0,38.25,2
Super built-up  Area,Kudlu Gate,1547.0,2.0,2.0,103.0,2
Built-up  Area,Kudlu Gate,1336.0,2.0,1.0,86.0,2
Built-up  Area,Kudlu Gate,1919.0,3.0,2.0,121.0,3
Super built-up  Area,Kudlu Gate,1464.0,3.0,3.0,56.0,2
Super built-up  Area,Kudlu Gate,1535.0,3.0,2.0,85.0,3
Super built-up  Area,Kudlu Gate,1850.0,3.0,2.0,120.0,3
Super built-up  Area,Kudlu Gate,940.0,2.0,1.0,69.57,2
Super built-up  Area,Kudlu Gate,1215.0,2.0,1.0,44.96,2
Built-up  Area,Kudlu Gate,1164.0,2.0,2.0,75.0,2
Super built-up  Area,Kudlu Gate,1183.0,2.0,1.0,79.54,2
Super built-up  Area,Kudlu Gate,1850.0,3.0,2.0,110.0,3
Super built-up  Area,Kudlu Gate,1183.0,2.0,1.0,79.54,2
Super built-up  Area,Kudlu Gate,1200.0,2.0,1.0,44.4,2
Built-up  Area,Kudlu Gate,1310.0,2.0,2.0,53.0,2
Plot  Area,Kumaraswami Layout,2000.0,4.0,1.0,139.0,4
Super built-up  Area,Kumaraswami Layout,1000.0,2.0,1.0,48.5,2
Super built-up  Area,Kumaraswami Layout,1000.0,2.0,1.0,58.0,2
Built-up  Area,Kumaraswami Layout,2400.0,7.0,1.0,125.0,7
Built-up  Area,Kumaraswami Layout,2400.0,2.0,1.0,125.0,3
Built-up  Area,Kumaraswami Layout,1310.0,2.0,1.0,70.0,3
Built-up  Area,Kumaraswami Layout,850.0,1.0,1.0,78.0,1
Built-up  Area,Kumaraswami Layout,3200.0,7.0,0.0,150.0,7
Built-up  Area,Kumaraswami Layout,1310.0,2.0,1.0,85.0,3
Built-up  Area,Kumaraswami Layout,2450.0,3.0,2.0,110.0,4
Built-up  Area,Kumaraswami Layout,3100.0,7.0,3.0,145.0,7
Built-up  Area,Kumaraswami Layout,1200.0,3.0,1.0,75.0,3
Super built-up  Area,Kumaraswami Layout,1081.0,2.0,3.0,60.0,2
Super built-up  Area,Kundalahalli,1724.0,3.0,2.0,125.0,3
Built-up  Area,Kundalahalli,1030.0,2.0,2.0,49.0,2
Super built-up  Area,Kundalahalli,735.0,2.0,1.0,57.99,2
Built-up  Area,Kundalahalli,1047.0,2.0,1.0,82.0,2
Super built-up  Area,Kundalahalli,1397.0,3.0,3.0,105.0,3
Super built-up  Area,Kundalahalli,1724.0,3.0,2.0,127.0,3
Super built-up  Area,Kundalahalli,1010.0,2.0,1.0,49.27,2
Super built-up  Area,Kundalahalli,1397.0,3.0,2.0,110.0,3
Super built-up  Area,Kundalahalli,1397.0,3.0,2.0,104.0,3
Super built-up  Area,Kundalahalli,1397.0,3.0,3.0,108.0,3
Super built-up  Area,Kundalahalli,1920.0,3.0,2.0,150.0,3
Super built-up  Area,Kundalahalli,1397.0,3.0,3.0,105.0,3
Super built-up  Area,Kundalahalli,1724.0,3.0,2.0,124.0,3
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,84.0,2
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,83.0,2
Plot  Area,Kundalahalli,7000.0,4.0,3.0,550.0,4
Super built-up  Area,Kundalahalli,1120.0,2.0,1.0,53.76,2
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,82.62,2
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,91.0,2
Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,146.0,3
Plot  Area,Kundalahalli,1600.0,3.0,2.0,170.0,3
Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,125.0,3
Super built-up  Area,Kundalahalli,1010.0,2.0,1.0,48.27,2
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,89.0,2
Plot  Area,Kundalahalli,2500.0,5.0,2.0,245.0,4
Super built-up  Area,Kundalahalli,1397.0,3.0,3.0,105.0,3
Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,72.0,2
Built-up  Area,Kundalahalli,1260.0,2.0,0.0,58.0,2
Built-up  Area,Kundalahalli,3092.0,4.0,3.0,230.0,4
Built-up  Area,Kundalahalli,1065.0,2.0,1.0,70.0,2
Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,146.0,3
Super built-up  Area,Kundalahalli,1047.0,2.0,2.0,91.0,2
Super built-up  Area,Kundalahalli,1724.0,3.0,2.0,128.0,3
Super built-up  Area,Kundalahalli,1315.0,2.0,3.0,74.0,2
Built-up  Area,Kundalahalli,2100.0,3.0,2.0,150.0,3
Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,125.0,3
Super built-up  Area,Kundalahalli,1724.0,3.0,3.0,140.0,3
Super built-up  Area,Kundalahalli,1175.0,2.0,1.0,65.0,2
Carpet  Area,LB Shastri Nagar,1043.0,2.0,2.0,55.0,2
Built-up  Area,LB Shastri Nagar,1184.0,2.0,1.0,69.0,2
Super built-up  Area,LB Shastri Nagar,665.0,1.0,2.0,32.0,1
Super built-up  Area,LB Shastri Nagar,1250.0,2.0,2.0,48.5,2
Super built-up  Area,LB Shastri Nagar,1400.0,2.0,2.0,80.0,3
Super built-up  Area,LB Shastri Nagar,1184.0,2.0,1.0,62.0,2
Super built-up  Area,LB Shastri Nagar,1200.0,2.0,1.0,47.0,2
Built-up  Area,LB Shastri Nagar,1200.0,2.0,1.0,75.0,2
Super built-up  Area,LB Shastri Nagar,1000.0,2.0,1.0,49.5,2
Plot  Area,Laggere,2800.0,5.0,2.0,125.0,5
Plot  Area,Laggere,1200.0,3.0,1.0,130.0,3
Plot  Area,Laggere,1200.0,1.0,1.0,125.0,1
Plot  Area,Laggere,1200.0,2.0,0.0,75.0,2
Built-up  Area,Laggere,620.0,2.0,0.0,48.0,1
Super built-up  Area,Lakshminarayana Pura,1185.0,2.0,2.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3
Built-up  Area,Lakshminarayana Pura,1180.0,2.0,2.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1172.0,2.0,2.0,82.0,2
Built-up  Area,Lakshminarayana Pura,1179.0,2.0,1.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1149.0,2.0,1.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1336.0,2.0,2.0,100.0,2
Super built-up  Area,Lakshminarayana Pura,1175.0,2.0,2.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1190.0,2.0,1.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,2.0,75.0,2
Built-up  Area,Lakshminarayana Pura,1165.0,2.0,2.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1145.0,2.0,1.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1500.0,3.0,2.0,104.0,3
Super built-up  Area,Lakshminarayana Pura,1210.0,2.0,2.0,75.0,2
Built-up  Area,Lakshminarayana Pura,1169.0,2.0,2.0,75.0,2
Built-up  Area,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2
Built-up  Area,Lakshminarayana Pura,1172.0,2.0,1.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1172.0,2.0,2.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1180.0,2.0,1.0,75.0,2
Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,3.0,83.0,2
Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,2.0,80.0,2
Built-up  Area,Lakshminarayana Pura,1195.0,2.0,1.0,75.0,2
Built-up  Area,Lakshminarayana Pura,1200.0,2.0,1.0,80.0,2
Super built-up  Area,Lingadheeranahalli,1521.0,3.0,1.0,95.0,3
Super built-up  Area,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3
Super built-up  Area,Lingadheeranahalli,1683.0,3.0,1.0,109.0,3
Super built-up  Area,Lingadheeranahalli,1519.0,3.0,1.0,93.0,3
Super built-up  Area,Lingadheeranahalli,1521.0,3.0,1.0,94.99,3
Super built-up  Area,Lingadheeranahalli,1682.0,3.0,1.0,120.0,3
Super built-up  Area,Lingadheeranahalli,1521.0,3.0,1.0,94.71,3
Super built-up  Area,Lingadheeranahalli,1893.0,3.0,1.0,130.0,3
Super built-up  Area,Lingadheeranahalli,1705.0,3.0,1.0,110.0,3
Super built-up  Area,Lingadheeranahalli,2245.0,4.0,2.0,154.0,4
Super built-up  Area,Lingadheeranahalli,1682.0,3.0,1.0,113.0,3
Super built-up  Area,Lingadheeranahalli,1682.0,3.0,1.0,114.0,3
Super built-up  Area,Lingadheeranahalli,1506.0,3.0,1.0,95.0,3
Super built-up  Area,Lingadheeranahalli,1683.0,3.0,1.0,110.0,3
Super built-up  Area,Lingadheeranahalli,1684.0,3.0,1.0,120.0,3
Super built-up  Area,Lingadheeranahalli,2236.0,4.0,2.0,153.0,4
Super built-up  Area,Lingadheeranahalli,1894.0,4.0,1.0,114.0,3
Super built-up  Area,Lingadheeranahalli,2240.0,4.0,2.0,160.0,4
Built-up  Area,Magadi Road,3600.0,6.0,0.0,141.0,6
Super built-up  Area,Magadi Road,1116.0,2.0,1.0,50.0,2
Super built-up  Area,Magadi Road,884.0,2.0,1.0,41.1,2
Super built-up  Area,Magadi Road,1005.0,2.0,1.0,55.78,2
Super built-up  Area,Magadi Road,1000.0,2.0,0.0,46.5,2
Plot  Area,Magadi Road,1500.0,2.0,2.0,93.0,4
Built-up  Area,Magadi Road,1345.0,2.0,2.0,55.0,2
Plot  Area,Magadi Road,5000.0,6.0,1.0,360.0,5
Super built-up  Area,Magadi Road,1116.0,2.0,1.0,51.89,2
Super built-up  Area,Magadi Road,1052.0,2.0,1.0,60.0,3
Super built-up  Area,Magadi Road,940.0,2.0,2.0,50.0,2
Super built-up  Area,Magadi Road,1318.0,2.0,1.0,68.0,3
Super built-up  Area,Magadi Road,884.0,2.0,1.0,48.0,2
Super built-up  Area,Mahadevpura,1150.0,2.0,3.0,52.0,2
Super built-up  Area,Mahadevpura,1250.0,2.0,3.0,52.0,2
Super built-up  Area,Mahadevpura,1260.0,2.0,3.0,57.6,2
Super built-up  Area,Mahadevpura,730.0,1.0,1.0,35.0,1
Super built-up  Area,Mahadevpura,1434.0,2.0,1.0,67.39,3
Super built-up  Area,Mahadevpura,1146.0,2.0,1.0,53.8,2
Super built-up  Area,Mahadevpura,1532.0,2.0,2.0,62.0,2
Super built-up  Area,Mahadevpura,1620.0,2.0,1.0,76.0,3
Super built-up  Area,Mahadevpura,1136.0,2.0,3.0,64.5,2
Super built-up  Area,Mahadevpura,1400.0,2.0,2.0,65.8,3
Super built-up  Area,Mahadevpura,1137.0,2.0,1.0,53.4,2
Super built-up  Area,Mahadevpura,1601.0,3.0,2.0,95.0,3
Super built-up  Area,Mahadevpura,1450.0,3.0,2.0,75.0,3
Super built-up  Area,Mahadevpura,1152.0,2.0,1.0,54.0,2
Super built-up  Area,Mahadevpura,1212.0,2.0,1.0,56.9,2
Super built-up  Area,Mahadevpura,1505.0,3.0,2.0,78.0,3
Super built-up  Area,Mahadevpura,1500.0,2.0,1.0,70.0,3
Super built-up  Area,Mahadevpura,1236.0,2.0,1.0,58.0,2
Super built-up  Area,Mahadevpura,1236.0,2.0,1.0,58.0,2
Super built-up  Area,Mahadevpura,1120.0,2.0,2.0,53.0,2
Plot  Area,Mahalakshmi Layout,1575.0,5.0,1.0,158.0,4
Super built-up  Area,Mahalakshmi Layout,1105.0,2.0,1.0,80.0,2
Plot  Area,Mahalakshmi Layout,1200.0,3.0,1.0,160.0,4
Super built-up  Area,Mahalakshmi Layout,1200.0,2.0,3.0,110.0,3
Super built-up  Area,Mahalakshmi Layout,1876.0,3.0,1.0,150.0,3
Super built-up  Area,Mallasandra,1665.0,3.0,2.0,95.0,3
Super built-up  Area,Mallasandra,1665.0,3.0,2.0,86.58,3
Super built-up  Area,Mallasandra,1340.0,2.0,2.0,61.0,2
Super built-up  Area,Mallasandra,1325.0,2.0,2.0,70.0,2
Super built-up  Area,Mallasandra,1665.0,3.0,2.0,86.91,3
Super built-up  Area,Mallasandra,1325.0,2.0,1.0,70.0,2
Super built-up  Area,Mallasandra,905.0,2.0,1.0,40.0,2
Super built-up  Area,Mallasandra,1325.0,2.0,2.0,65.0,2
Built-up  Area,Mallasandra,1325.0,2.0,2.0,73.0,2
Super built-up  Area,Mallasandra,1565.0,2.0,2.0,69.0,2
Super built-up  Area,Mallasandra,905.0,2.0,1.0,35.0,2
Built-up  Area,Mallasandra,1100.0,2.0,3.0,76.3,3
Super built-up  Area,Malleshpalya,1140.0,2.0,2.0,46.5,2
Super built-up  Area,Malleshpalya,1225.0,2.0,2.0,46.86,2
Super built-up  Area,Malleshpalya,1052.0,2.0,2.0,50.0,2
Built-up  Area,Malleshpalya,1405.0,2.0,2.0,77.0,3
Super built-up  Area,Malleshpalya,1065.0,2.0,2.0,50.0,2
Super built-up  Area,Malleshpalya,1210.0,2.0,3.0,55.0,2
Super built-up  Area,Malleshpalya,1060.0,2.0,1.0,40.0,2
Super built-up  Area,Malleshpalya,1430.0,2.0,1.0,69.5,3
Built-up  Area,Malleshpalya,1421.0,2.0,1.0,90.0,2
Super built-up  Area,Malleshpalya,1245.0,2.0,1.0,55.0,2
Super built-up  Area,Malleshpalya,1200.0,2.0,2.0,46.0,2
Super built-up  Area,Malleshpalya,1225.0,2.0,2.0,52.0,2
Super built-up  Area,Malleshwaram,705.0,1.0,2.0,67.0,1
Super built-up  Area,Malleshwaram,12000.0,7.0,3.0,2200.0,7
Built-up  Area,Malleshwaram,2500.0,5.0,2.0,325.0,4
Built-up  Area,Malleshwaram,2006.0,3.0,2.0,297.0,3
Super built-up  Area,Malleshwaram,686.0,1.0,1.0,62.5,1
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,332.0,3
Super built-up  Area,Malleshwaram,2610.0,3.0,2.0,399.0,3
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,320.0,3
Super built-up  Area,Malleshwaram,900.0,2.0,1.0,95.0,2
Super built-up  Area,Malleshwaram,1420.0,2.0,1.0,158.0,2
Built-up  Area,Malleshwaram,2000.0,3.0,2.0,250.0,3
Super built-up  Area,Malleshwaram,2215.0,3.0,1.0,275.0,3
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,300.0,3
Super built-up  Area,Malleshwaram,2345.0,2.0,2.0,293.0,3
Super built-up  Area,Malleshwaram,2215.0,4.0,1.0,310.0,3
Super built-up  Area,Malleshwaram,480.0,1.0,1.0,60.0,1
Super built-up  Area,Malleshwaram,1290.0,2.0,1.0,120.0,2
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,326.0,3
Super built-up  Area,Malleshwaram,2476.0,3.0,3.0,337.0,3
Built-up  Area,Malleshwaram,900.0,2.0,1.0,90.0,2
Super built-up  Area,Malleshwaram,2050.0,4.0,2.0,270.0,3
Built-up  Area,Malleshwaram,900.0,2.0,1.0,72.0,2
Super built-up  Area,Malleshwaram,620.0,1.0,1.0,86.8,1
Built-up  Area,Malleshwaram,600.0,1.0,0.0,68.0,2
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,337.0,3
Super built-up  Area,Malleshwaram,2215.0,3.0,2.0,275.0,3
Super built-up  Area,Malleshwaram,2215.0,3.0,2.0,330.0,3
Super built-up  Area,Malleshwaram,1020.0,2.0,1.0,80.0,2
Plot  Area,Malleshwaram,600.0,1.0,0.0,90.0,2
Built-up  Area,Malleshwaram,2200.0,3.0,2.0,275.0,3
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,326.0,3
Super built-up  Area,Malleshwaram,1500.0,2.0,2.0,140.0,2
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,340.0,3
Super built-up  Area,Malleshwaram,1400.0,2.0,1.0,190.0,2
Super built-up  Area,Malleshwaram,2475.0,4.0,3.0,300.0,3
Super built-up  Area,Malleshwaram,2400.0,3.0,2.0,380.0,3
Built-up  Area,Malleshwaram,580.0,1.0,1.0,45.0,1
Super built-up  Area,Malleshwaram,1410.0,2.0,3.0,125.0,2
Super built-up  Area,Marathahalli,1220.0,2.0,1.0,57.0,2
Super built-up  Area,Marathahalli,1200.0,2.0,2.0,52.0,2
Super built-up  Area,Marathahalli,1200.0,2.0,2.0,60.0,2
Super built-up  Area,Marathahalli,1933.0,3.0,2.0,140.0,3
Super built-up  Area,Marathahalli,950.0,2.0,1.0,46.96,2
Super built-up  Area,Marathahalli,1230.0,2.0,2.0,80.0,2
Super built-up  Area,Marathahalli,3800.0,4.0,3.0,250.0,4
Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.85,2
Super built-up  Area,Marathahalli,1215.0,2.0,1.0,67.0,2
Super built-up  Area,Marathahalli,2181.0,3.0,2.0,152.0,4
Built-up  Area,Marathahalli,1170.0,2.0,3.0,53.0,2
Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.86,2
Super built-up  Area,Marathahalli,1325.0,2.0,2.0,71.55,2
Super built-up  Area,Marathahalli,1220.0,2.0,1.0,56.5,2
Super built-up  Area,Marathahalli,1152.0,2.0,1.0,56.0,2
Super built-up  Area,Marathahalli,1610.0,3.0,1.0,90.0,3
Super built-up  Area,Marathahalli,1146.0,2.0,1.0,70.0,2
Super built-up  Area,Marathahalli,1469.0,3.0,1.0,89.0,3
Super built-up  Area,Marathahalli,2519.0,5.0,2.0,185.0,4
Super built-up  Area,Marathahalli,957.0,2.0,1.0,46.9,2
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,105.0,3
Super built-up  Area,Marathahalli,2524.0,5.0,2.0,190.0,4
Super built-up  Area,Marathahalli,1071.0,2.0,2.0,52.25,2
Super built-up  Area,Marathahalli,1215.0,2.0,2.0,58.86,2
Super built-up  Area,Marathahalli,1102.0,2.0,2.0,53.67,2
Super built-up  Area,Marathahalli,1900.0,3.0,3.0,123.0,3
Super built-up  Area,Marathahalli,1045.0,2.0,3.0,60.0,2
Super built-up  Area,Marathahalli,1215.0,2.0,2.0,58.86,2
Super built-up  Area,Marathahalli,1365.0,2.0,2.0,73.0,2
Super built-up  Area,Marathahalli,1208.0,2.0,2.0,70.0,2
Built-up  Area,Marathahalli,1325.0,1.0,1.0,92.0,2
Built-up  Area,Marathahalli,1525.0,3.0,2.0,90.0,3
Super built-up  Area,Marathahalli,1937.0,3.0,2.0,140.0,3
Super built-up  Area,Marathahalli,1550.0,3.0,2.0,83.0,3
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,86.0,2
Super built-up  Area,Marathahalli,957.0,2.0,1.0,47.0,2
Super built-up  Area,Marathahalli,1230.0,2.0,1.0,57.0,2
Super built-up  Area,Marathahalli,1200.0,2.0,2.0,58.0,2
Super built-up  Area,Marathahalli,607.0,1.0,1.0,35.0,1
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,109.0,3
Super built-up  Area,Marathahalli,1075.0,2.0,2.0,52.43,2
Super built-up  Area,Marathahalli,1360.0,2.0,1.0,103.0,2
Super built-up  Area,Marathahalli,1220.0,2.0,1.0,58.5,2
Super built-up  Area,Marathahalli,950.0,2.0,1.0,45.68,2
Super built-up  Area,Marathahalli,615.0,1.0,1.0,44.0,1
Super built-up  Area,Marathahalli,1595.0,3.0,2.0,90.0,3
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,89.0,2
Super built-up  Area,Marathahalli,1020.0,2.0,1.0,57.0,2
Super built-up  Area,Marathahalli,1600.0,3.0,2.0,88.0,2
Super built-up  Area,Marathahalli,780.0,1.0,1.0,55.0,1
Super built-up  Area,Marathahalli,1710.0,3.0,2.0,100.0,3
Super built-up  Area,Marathahalli,1358.0,2.0,1.0,81.0,2
Super built-up  Area,Marathahalli,1205.0,2.0,1.0,75.0,2
Super built-up  Area,Marathahalli,1730.0,3.0,3.0,110.0,3
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,115.0,3
Built-up  Area,Marathahalli,1200.0,2.0,1.0,67.0,2
Built-up  Area,Marathahalli,1095.0,2.0,1.0,60.0,2
Super built-up  Area,Marathahalli,1060.0,2.0,1.0,48.0,2
Built-up  Area,Marathahalli,1050.0,2.0,1.0,65.0,2
Super built-up  Area,Marathahalli,1102.0,2.0,2.0,53.67,2
Super built-up  Area,Marathahalli,1026.0,2.0,1.0,49.95,2
Super built-up  Area,Marathahalli,1220.0,2.0,1.0,59.0,2
Super built-up  Area,Marathahalli,881.0,2.0,1.0,48.06,2
Super built-up  Area,Marathahalli,1710.0,3.0,2.0,100.0,3
Super built-up  Area,Marathahalli,1680.0,3.0,3.0,105.0,3
Super built-up  Area,Marathahalli,1910.0,3.0,3.0,119.0,3
Super built-up  Area,Marathahalli,1602.0,2.0,2.0,104.0,2
Super built-up  Area,Marathahalli,700.0,1.0,1.0,38.0,1
Super built-up  Area,Marathahalli,1469.0,3.0,1.0,89.0,3
Super built-up  Area,Marathahalli,1690.0,3.0,2.0,116.0,3
Super built-up  Area,Marathahalli,1065.0,2.0,2.0,55.0,2
Built-up  Area,Marathahalli,1693.0,3.0,2.0,125.0,3
Super built-up  Area,Marathahalli,1693.0,3.0,1.0,125.0,3
Super built-up  Area,Marathahalli,1196.0,2.0,2.0,57.9,2
Super built-up  Area,Marathahalli,1595.0,3.0,2.0,88.0,3
Super built-up  Area,Marathahalli,2122.0,3.0,2.0,125.0,3
Super built-up  Area,Marathahalli,1730.0,3.0,2.0,115.0,3
Super built-up  Area,Marathahalli,1125.0,2.0,3.0,55.0,2
Super built-up  Area,Marathahalli,1950.0,3.0,2.0,115.0,3
Built-up  Area,Marathahalli,1250.0,2.0,2.0,68.0,2
Super built-up  Area,Marathahalli,1125.0,2.0,2.0,56.8,2
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,90.0,2
Super built-up  Area,Marathahalli,1200.0,2.0,1.0,53.0,2
Super built-up  Area,Marathahalli,2500.0,5.0,2.0,175.0,4
Super built-up  Area,Marathahalli,957.0,2.0,1.0,47.0,2
Built-up  Area,Marathahalli,1350.0,2.0,2.0,60.0,2
Super built-up  Area,Marathahalli,3400.0,4.0,3.0,235.0,4
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,99.0,2
Super built-up  Area,Marathahalli,1285.0,2.0,2.0,55.0,2
Super built-up  Area,Marathahalli,2500.0,5.0,2.0,181.0,4
Super built-up  Area,Marathahalli,3800.0,4.0,3.0,235.0,4
Super built-up  Area,Marathahalli,3951.0,4.0,3.0,230.0,4
Super built-up  Area,Marathahalli,1125.0,2.0,1.0,54.8,2
Built-up  Area,Marathahalli,1700.0,3.0,2.0,126.0,3
Super built-up  Area,Marathahalli,1270.0,2.0,3.0,73.0,2
Super built-up  Area,Marathahalli,950.0,2.0,2.0,46.7,2
Super built-up  Area,Marathahalli,1550.0,3.0,2.0,85.0,3
Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.86,2
Super built-up  Area,Marathahalli,1144.0,2.0,2.0,65.0,2
Super built-up  Area,Marathahalli,1240.0,2.0,2.0,55.0,2
Built-up  Area,Marathahalli,1100.0,2.0,2.0,75.0,1
Built-up  Area,Marathahalli,1156.0,2.0,2.0,52.0,2
Super built-up  Area,Marathahalli,2524.0,5.0,2.0,180.0,4
Super built-up  Area,Marathahalli,1135.0,2.0,2.0,60.0,2
Super built-up  Area,Marathahalli,1839.0,3.0,2.0,130.0,3
Super built-up  Area,Marathahalli,1170.0,2.0,2.0,85.0,2
Super built-up  Area,Marathahalli,1102.0,2.0,2.0,53.67,2
Super built-up  Area,Marathahalli,1108.0,2.0,1.0,60.0,3
Super built-up  Area,Marathahalli,1449.0,3.0,2.0,110.0,3
Super built-up  Area,Marathahalli,1360.0,2.0,1.0,101.0,2
Super built-up  Area,Marathahalli,1026.0,2.0,1.0,50.18,2
Built-up  Area,Marathahalli,1270.0,2.0,2.0,80.0,2
Super built-up  Area,Marathahalli,1100.0,2.0,1.0,50.0,2
Super built-up  Area,Marathahalli,1196.0,2.0,2.0,57.95,2
Built-up  Area,Marathahalli,1485.0,2.0,2.0,90.0,3
Super built-up  Area,Marathahalli,1146.0,2.0,1.0,69.0,2
Plot  Area,Margondanahalli,1090.0,2.0,0.0,58.0,2
Plot  Area,Margondanahalli,1200.0,2.0,1.0,58.5,2
Plot  Area,Margondanahalli,1200.0,2.0,0.0,67.0,2
Plot  Area,Margondanahalli,1000.0,2.0,0.0,57.0,2
Plot  Area,Margondanahalli,600.0,2.0,0.0,35.0,2
Plot  Area,Margondanahalli,1200.0,2.0,0.0,69.0,2
Plot  Area,Margondanahalli,900.0,2.0,0.0,49.0,2
Built-up  Area,Margondanahalli,1140.0,2.0,1.0,60.0,2
Plot  Area,Margondanahalli,1100.0,2.0,1.0,55.0,2
Plot  Area,Margondanahalli,1152.0,1.0,0.0,66.0,2
Plot  Area,Margondanahalli,1200.0,2.0,1.0,65.0,2
Plot  Area,Margondanahalli,1050.0,2.0,0.0,58.0,2
Plot  Area,Margondanahalli,1160.0,2.0,1.0,65.0,2
Super built-up  Area,Margondanahalli,1334.0,2.0,1.0,67.76,2
Plot  Area,Marsur,1800.0,4.0,2.0,145.0,4
Plot  Area,Marsur,1200.0,3.0,1.0,90.0,3
Plot  Area,Marsur,1200.0,3.0,1.0,120.0,3
Super built-up  Area,Mico Layout,5000.0,9.0,3.0,210.0,9
Super built-up  Area,Mico Layout,1550.0,2.0,2.0,65.0,3
Super built-up  Area,Mico Layout,1125.0,2.0,2.0,40.0,2
Super built-up  Area,Mico Layout,1190.0,2.0,2.0,39.25,2
Super built-up  Area,Mico Layout,800.0,1.0,1.0,29.5,1
Super built-up  Area,Mico Layout,1250.0,2.0,2.0,44.0,3
Super built-up  Area,Mico Layout,1171.0,2.0,2.0,39.0,2
Built-up  Area,Mico Layout,1200.0,2.0,1.0,53.5,2
Super built-up  Area,Mico Layout,1670.0,3.0,2.0,59.0,3
Super built-up  Area,Mico Layout,1140.0,2.0,2.0,43.0,2
Built-up  Area,Munnekollal,1170.0,2.0,2.0,52.0,2
Super built-up  Area,Munnekollal,1102.0,2.0,2.0,53.67,2
Built-up  Area,Munnekollal,1390.0,3.0,2.0,68.0,3
Super built-up  Area,Munnekollal,1200.0,2.0,2.0,49.5,2
Super built-up  Area,Munnekollal,950.0,2.0,1.0,46.5,2
Built-up  Area,Munnekollal,1560.0,3.0,3.0,75.0,3
Super built-up  Area,Munnekollal,1750.0,3.0,3.0,86.5,3
Super built-up  Area,Munnekollal,1385.0,2.0,2.0,66.5,3
Built-up  Area,Munnekollal,1080.0,2.0,2.0,45.0,2
Built-up  Area,Munnekollal,1170.0,2.0,2.0,59.0,2
Super built-up  Area,Munnekollal,1200.0,2.0,1.0,57.9,3
Super built-up  Area,Munnekollal,1030.0,2.0,1.0,50.36,2
